country,date,ratio
ITA,2020-08-12,0.0008829088905360644
ITA,2020-08-13,0.0008582616181541278
ITA,2020-08-14,0.0007833976241504906
ITA,2020-08-15,0.0008907054766976974
ITA,2020-08-16,0.0006171375201101622
ITA,2020-08-17,0.0005141722822207253
ITA,2020-08-18,0.0009050076014200048
ITA,2020-08-19,0.0011920393401318224
ITA,2020-08-20,0.0012984585495251226
ITA,2020-08-21,0.0012071462737482338
ITA,2020-08-22,0.0013023484591799589
ITA,2020-08-23,0.0011295995834309164
ITA,2020-08-24,0.0007698332409144453
ITA,2020-08-25,0.0012129308376746066
ITA,2020-08-26,0.001568186897013703
ITA,2020-08-27,0.001576486488734151
ITA,2020-08-28,0.0016274744855460347
ITA,2020-08-29,0.0016617291641013382
ITA,2020-08-30,0.0012864031829655223
ITA,2020-08-31,0.0009811626430246006
ITA,2020-09-01,0.0013589533513986103
ITA,2020-09-02,0.0017262983110012278
ITA,2020-09-03,0.0015557961934148927
ITA,2020-09-04,0.0018960794539532614
ITA,2020-09-05,0.0018050857483636223
ITA,2020-09-06,0.001288633174276269
ITA,2020-09-07,0.0008811483710802118
ITA,2020-09-08,0.0015493074217061789
ITA,2020-09-09,0.001609450119688496
ITA,2020-09-10,0.0015792027187517522
ITA,2020-09-11,0.0016579063218543442
ITA,2020-09-12,0.0015543877778502106
ITA,2020-09-13,0.0012096110009864275
ITA,2020-09-14,0.0007596892954783422
ITA,2020-09-15,0.0013500166193036631
ITA,2020-09-16,0.0016868626751901294
ITA,2020-09-17,0.0017064128245760737
ITA,2020-09-18,0.0016739857328844645
ITA,2020-09-19,0.0017307247599188
ITA,2020-09-20,0.0013988249253606819
ITA,2020-09-21,0.0009366298842175098
ITA,2020-09-22,0.0014637964767076233
ITA,2020-09-23,0.0017386554808961172
ITA,2020-09-24,0.0018111385819213632
ITA,2020-09-25,0.0017985634429509875
ITA,2020-09-26,0.0017502413756008233
ITA,2020-09-27,0.0014706876528633893
ITA,2020-09-28,0.0008569370368492483
ITA,2020-09-29,0.0015121185440577873
ITA,2020-09-30,0.001769975960358333
ITA,2020-10-01,0.0019824455084018026
